year;name_municipallity;salaries;ext_time;sub_all;rent_bcl;rent_mef;publicity;activities;main_bcl;main_roads;main_other;cap_me;cap_trans;cap_build;cap_roads;cap_install;pe_land;pe_build
2013;MUNICIPALIDAD DE SARCHI;238282610,34;11785384,68;12675758,25;;27193571,00;2224440,00;1154754,00;;;;1185490,80;13944281,25;;;5000000,00;0,00;
2013;MUNICIPALIDAD DE SIQUIRRES;348173185,00;9308069,00;24203128,25;0,00;25741368,00;2970710,00;8968930,31;1557322,00;0,00;0,00;85841825,00;0,00;128721975,46;980000,00;0,00;40000000,00;0,00
2013;MUNICIPALIDAD DE TALAMANCA;368987125,11;16159392,20;10535000,00;;;1182375,04;15488686,01;79365,57;;;22650000,00;;283550788,15;95876070,00;9670929,15;;
2013;MUNICIPALIDAD DE TARRAZU;156029507,73;619363,03;6650865,00;;30616000,00;481111,41;2096836,45;612168,90;;15000,00;;;149818125,68;286228927,00;7000000,00;0,00;
2013;MUNICIPALIDAD DE TIBAS;961262175,15;9524896,13;47272667,05;8878775,00;14774618,00;5017940,30;5870000,00;2795500,00;0,00;;7451356,90;0,00;2388789,46;0,00;;;
2013;MUNICIPALIDAD DE TILARAN;274319052,19;10729215,00;18886335,00;155000,00;74626349,52;1323300,00;4855992,50;3270861,96;;0,00;1742383,00;;203236481,02;27286127,00;;1139345,14;
2013;MUNICIPALIDAD DE TURRIALBA;674000611,58;32864463,61;33780405,75;720000,00;28644095,02;9521400,00;12302033,00;3995786,50;;;5744131,00;12470510,00;139040646,90;59763141,49;;10000000,00;
2013;MUNICIPALIDAD DE TURRUBARES;103482726,38;3003412,64;2662500,00;0,00;9216000,00;40810,00;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;
2013;MUNICIPALIDAD DE UPALA;291329600,31;;15167097,56;3500000,00;235018742,10;2155115,00;0,00;18664622,76;0,00;2323001,77;3750000,00;11789955,00;6926500,00;34018400,00;8692268,00;0,00;
2013;MUNICIPALIDAD DE VASQUEZ DE CORONADO;702806231,15;4718878,81;27483156,00;0,00;20644400,00;227271,00;70720,00;;;5660000,00;3563971,00;0,00;0,00;46676338,00;12527258,00;;
2013;MUNICIPALIDAD DE ZARCERO;198044733,97;7287871,31;7782750,00;;4308723,80;1184882,00;3056204,75;872222,00;;249538,65;10466683,00;6000000,00;0,00;26129920,00;3345000,00;0,00;
2014;MUNICIPALIDAD DE ABANGARES;442147427,40;20329442,55;14929920,00;;5322310,00;;19917983,00;0,00;0,00;;1196359,59;87069584,00;160000000,00;125954188,79;0,00;0,00;
2014;MUNICIPALIDAD DE ACOSTA;188732708,38;15477613,62;7792500,00;;;233000,00;2647000,00;;;;0,00;;33243800,00;15672500,00;1000000,00;0,00;
2014;MUNICIPALIDAD DE ALAJUELA;2567399378,47;80820048,30;372986007,75;298853611,16;9580930,56;56489702,00;58936508,50;11918403,46;;36443354,46;121224217,64;170278260,80;194261663,96;997723832,49;3286547836,72;232115779,44;
2014;MUNICIPALIDAD DE ALAJUELITA;410163564,98;4438489,99;25461529,75;;56746500,00;592540,00;7611365,80;971335,00;;;0,00;;181574800,50;258621292,50;;;
2014;MUNICIPALIDAD DE ALVARADO DE PACAYAS;161993836,01;3345198,15;8803188,00;0,00;57706238,00;40000,00;1250000,00;0,00;;0,00;14166868,55;;45479675,00;16400000,00;;62433558,23;
2014;MUNICIPALIDAD DE ASERRI;309209471,44;20721378,76;22638352,46;522080,00;74052679,00;1111723,70;6163038,83;2527801,63;;420132587,00;128400,00;9500000,00;;;;0,00;
2014;MUNICIPALIDAD DE ATENAS;163171698,13;2470221,95;8757611,32;;6925120,00;731820,00;2048085,12;232000,00;;;0,00;0,00;0,00;0,00;;;
2014;MUNICIPALIDAD DE BAGACES;313317178,82;15995118,48;27520042,34;4740000,00;44864715,00;200000,00;2900221,83;159000,00;;10000,00;25883000,00;4034000,00;17596610,82;136892922,26;;0,00;
2014;MUNICIPALIDAD DE BARVA;298292853,14;16271446,79;22715009,36;0,00;65200,00;1550000,00;23158773,35;0,00;;0,00;0,00;12000000,00;;1751000,00;8000000,00;10823053,00;
2014;MUNICIPALIDAD DE BELEN;794747436,90;22179950,14;32280934,83;23834799,42;42319484,00;865650,00;23458932,68;33207207,40;26339127,42;8550000,00;17372017,52;23535159,00;55134697,68;204745752,15;228562979,45;257765034,30;
2014;MUNICIPALIDAD DE BUENOS AIRES;268929364,22;4280643,14;12216365,29;;14077300,00;268000,00;103635,00;5851000,00;;5710000,00;1502573,60;5584224,00;115823121,46;607418278,88;15772092,84;0,00;
2014;MUNICIPALIDAD DE CARRILLO GUANACASTE;780458412,81;18413028,10;35180571,00;25419998,36;66724475,70;1306118,14;4793600,00;3703300,00;;3363000,00;64926817,79;78426785,00;1455600,00;183192034,34;106656872,31;0,00;
2014;MUNICIPALIDAD DE CARTAGO;2418007860,92;95175908,44;156334921,35;1666888,00;128225384,20;33401380,39;45442365,00;81013642,52;5408000,00;61112400,00;322400816,85;244400569,06;935992553,38;628436523,54;1093187657,19;235409548,01;
2014;MUNICIPALIDAD DE CAÑAS;417790392,90;59113861,85;18735760,32;7800000,00;135818985,20;;37101255,15;1411038,75;10485250,00;0,00;1557490,00;120847210,00;33253696,13;15552500,00;6322790,00;;
2014;MUNICIPALIDAD DE CORREDORES;397794492,45;27681610,80;18569088,00;;6871000,00;5511270,00;2657898,00;;0,00;;2111881,00;700000,00;198872713,95;18569750,00;0,00;0,00;
2014;MUNICIPALIDAD DE COTO BRUS;373920667,13;29416686,00;15794036,70;7395000,00;27991400,00;1234400,00;3211237,30;198500,00;;;33475482,92;24339676,00;0,00;57570111,25;;0,00;
2014;MUNICIPALIDAD DE CURRIDABAT;1559071181,86;19708156,36;50584180,22;31221477,01;13990000,00;300000,00;30341314,00;2065821,68;;506336,79;82394349,60;6899866,65;86830565,58;282308166,36;;;
2014;MUNICIPALIDAD DE DESAMPARADOS;1744750662,54;78724069,38;183044005,80;0,00;61430257,94;4676364,43;8327287,35;47863479,13;28182725,15;;98566863,35;26046720,00;85065378,27;10339448,68;0,00;;
2014;MUNICIPALIDAD DE DOTA;147623611,83;3313152,36;3990700,00;;2054667,70;101000,00;335000,00;4217935,39;;10000,00;;;22390228,49;184104243,72;37634118,20;;
2014;MUNICIPALIDAD DE EL GUARCO;305054604,10;5351401,64;20310950,15;;4613796,00;2466660,00;12501768,41;247000,00;;;2016250,40;244623623,50;70665594,65;232903956,95;5125000,00;0,00;
2014;MUNICIPALIDAD DE ESCAZU;1618051820,74;68337395,30;122863231,00;28456339,60;414281857,62;79441110,86;80805625,00;6949023,05;;48311156,66;76538400,00;38467493,00;288386400,32;5926384061,58;229395562,00;51038000,00;
2014;MUNICIPALIDAD DE ESPARZA;454489550,14;17241506,08;30132375,22;3000000,00;12609659,27;0,00;25137885,30;357000,00;;;218866710,93;86319337,00;1209556779,51;13730000,00;0,00;0,00;0,00
2014;MUNICIPALIDAD DE FLORES;283946732,92;4203347,92;16648231,63;10842824,37;394000,00;1458080,00;5332700,00;;;21196371,00;0,00;0,00;162479351,29;202114212,77;91050559,00;;
2014;MUNICIPALIDAD DE GARABITO;911244972,10;24440530,74;21680586,67;11717845,68;21460740,00;24180589,22;44781936,67;40712757,71;;0,00;134920943,20;11815605,00;200260537,63;160953400,00;;0,00;
2014;MUNICIPALIDAD DE GOICOECHEA;1269974580,82;27224265,71;116666744,53;;13327000,00;5081000,00;316225,00;199456636,04;5707314,00;73896902,00;60104594,32;20281978,33;51616432,10;10700000,00;84023835,88;0,00;
2014;MUNICIPALIDAD DE GOLFITO;527413674,37;18819768,82;9612250,00;;72691105,74;1200000,00;521897,00;1000000,00;;;2438776,00;;;84753884,49;;;
2014;MUNICIPALIDAD DE GRECIA;703678276,61;18954370,16;69844722,30;;25592340,00;6591370,00;7006700,00;4651300,00;;1514287,20;658580,00;14831850,00;56421487,12;98122155,87;704444150,95;115208704,00;
2014;MUNICIPALIDAD DE GUACIMO;279379897,82;9693929,11;16373000,00;5800000,00;17603000,00;340500,00;2895348,00;1497000,00;0,00;;0,00;134994200,00;35524594,55;290602686,00;1240000,00;;
2014;MUNICIPALIDAD DE GUATUSO;139501550,00;22722199,00;12363646,00;14604000,00;37772782,00;0,00;0,00;0,00;;;273879504,48;271471725,00;5840000,00;20260046,00;;60620843,00;
2014;MUNICIPALIDAD DE HEREDIA;1568937257,52;74586044,98;128082751,00;;27085100,00;15622000,00;62585793,00;54233305,00;;0,00;4514950,00;184620591,00;984404053,18;1939578415,60;1914650,00;;
2014;MUNICIPALIDAD DE HOJANCHA;164999067,79;664878,00;11135329,00;;49484900,00;435870,00;7881434,50;496000,00;;1551600,00;;;5693500,00;57872480,00;;0,00;
2014;MUNICIPALIDAD DE JIMENEZ;135225358,26;9486131,55;4890000,00;;29996900,00;;2222695,00;520000,00;38179122,02;41461705,45;640938,09;1215400,00;0,00;45412842,00;;0,00;
2014;MUNICIPALIDAD DE LA CRUZ GUANACASTE;372756566,51;18745947,09;17236404,66;0,00;26753588,00;1072100,00;6051695,00;12109700,00;;;189195390,00;7200000,00;202148000,00;380628682,70;0,00;103029625,00;
2014;MUNICIPALIDAD DE LA UNION;1346130323,92;83761779,20;101696140,00;;125943961,00;7408119,00;13425700,00;18095252,20;;7100000,00;61884038,70;29752994,00;16254200,00;237935591,00;0,00;0,00;
2014;MUNICIPALIDAD DE LEON CORTES;114513595,60;0,00;7488000,00;;63211620,66;;;;13693133,95;;8585192,63;;15730454,64;200481805,24;66755694,91;0,00;
2014;MUNICIPALIDAD DE LIBERIA;976322718,22;37203807,84;36680808,61;0,00;29731650,00;5719433,60;19038848,00;1000000,00;;;7406113,25;34012044,00;180468184,00;36104864,68;21423666,81;;
2014;MUNICIPALIDAD DE LIMON;1196855690,97;66990170,03;63995895,59;88490000,00;189743815,96;9850504,16;127644859,10;115095092,11;21439923,93;4761221,00;183165176,00;;355285498,40;334279279,21;19276520,00;27000000,00;
2014;MUNICIPALIDAD DE LOS CHILES;175328836,92;12784186,81;11557981,42;5995515,07;4960400,00;700000,00;204321,00;1165819,63;;;;85000000,00;0,00;382767117,44;;0,00;
2014;MUNICIPALIDAD DE MATINA;367146972,31;8937094,62;21986474,00;;13577197,20;1216495,00;18984740,00;706353,12;;0,00;0,00;13932875,00;421819816,06;177134046,98;17000000,00;12150000,00;
2014;MUNICIPALIDAD DE MONTES DE OCA;1076454118,33;2762375,50;52819982,00;34656084,11;1490000,00;938000,00;11757860,97;5581825,00;0,00;;1000000,00;23640413,00;13362476,72;66945921,49;11876000,00;90000000,00;37840200,00
2014;MUNICIPALIDAD DE MONTES DE ORO;274734037,97;18728394,53;15270598,15;;22872292,00;797843,08;17429767,24;20961975,00;2265000,00;10484789,68;;42000000,00;;;;4950000,00;
2014;MUNICIPALIDAD DE MORA;446649937,00;3627468,54;16003010,20;19997000,00;3387813,00;1257210,00;5594797,00;16833040,00;0,00;479500,00;2028495,60;21874347,00;12756894,32;72167900,00;1590000,00;0,00;
2014;MUNICIPALIDAD DE MORAVIA;857940024,03;13727312,03;43510752,00;8177250,00;11917500,00;1337350,96;6340239,80;7731309,82;;;4146255,00;15466100,08;940699480,92;198585048,40;16208231,94;;
2014;MUNICIPALIDAD DE NANDAYURE;227744823,90;12168332,74;10900968,75;;31796000,00;752000,00;11940625,16;;0,00;;2407429,00;;31118878,42;8000000,00;0,00;;
2014;MUNICIPALIDAD DE NARANJO;447772957,20;10298109,94;15021345,18;;6044300,00;3863600,00;4784589,28;0,00;;116305,00;2680548,03;;;;;0,00;
2014;MUNICIPALIDAD DE NICOYA;674594591,63;14997787,30;44522166,15;;29206100,00;2651748,00;25209705,00;16341002,88;;95000,00;13317079,30;16835187,00;69332178,91;442747883,07;304103799,99;0,00;
2014;MUNICIPALIDAD DE OREAMUNO;405344481,47;22711470,12;32150280,00;0,00;10518930,40;496090,00;2657869,12;;;;1403789,70;38921900,94;11968121,92;225494064,99;0,00;;
2014;MUNICIPALIDAD DE OROTINA;365435260,73;8196617,37;29393228,51;2588000,00;3270194,40;1000000,00;22561934,32;2625000,00;;0,00;1689815,00;4639995,47;46764000,00;259833205,83;105712215,22;3000000,00;
2014;MUNICIPALIDAD DE OSA;564399371,31;8890813,61;14983582,51;0,00;36467490,00;;25065882,98;1070000,00;111190129,56;150000,00;6162575,00;27346181,00;44442156,76;15454736,41;0,00;;
2014;MUNICIPALIDAD DE PALMARES;300398603,55;3316823,18;16185853,72;;58382279,73;3263518,00;9119818,00;8083662,88;0,00;0,00;662262,41;;76410966,03;;;;
2014;MUNICIPALIDAD DE PARAISO;741329408,16;30634133,80;60381120,00;;27147000,00;298500,00;17758080,62;5304210,35;0,00;9607820,12;4897500,00;323254476,04;323518877,00;164094773,82;4100000,00;;
2014;MUNICIPALIDAD DE PARRITA;429130397,01;14051320,48;10868151,00;51707880,00;341000,00;383870,00;8394898,79;184970,66;27400768,54;10834000,00;5417887,36;13362547,00;161634223,73;0,00;;59400000,00;
2014;MUNICIPALIDAD DE PEREZ ZELEDON;1093364129,16;42915921,80;37881456,79;30190889,28;40346247,00;390000,00;91321537,00;3168000,00;;;35769212,00;29988886,50;0,00;129802640,02;16827901,53;;
2014;MUNICIPALIDAD DE POAS;284126099,37;7730887,00;29567218,00;;22562916,02;1226342,96;7622423,69;1321235,00;;;5050000,00;10911800,00;18617861,71;4450000,00;0,00;20060000,00;
2014;MUNICIPALIDAD DE POCOCI;976954341,26;88959248,83;100882639,22;66700000,00;148767483,67;25262000,00;5948839,77;1057500,00;;;584204981,10;0,00;160000000,00;659399746,61;11860000,00;60000000,00;
2014;MUNICIPALIDAD DE PUNTARENAS;1171965882,12;109472759,66;88990473,64;;45867500,00;3864007,69;19064308,33;0,00;;;53830989,78;0,00;15461993,18;64960160,00;;;
2014;MUNICIPALIDAD DE PURISCAL;278229162,03;2588998,66;9624393,00;;8122490,00;115000,00;5504903,14;;;;1409351,19;;37386796,00;49391511,00;;;
2014;MUNICIPALIDAD DE QUEPOS;518939723,98;25928668,70;38961123,86;;6180000,00;1534478,00;21263758,34;7612094,99;;;;34679172,00;454987,24;377515975,51;0,00;;
2014;MUNICIPALIDAD DE SAN CARLOS;1464487340,65;79994371,90;164815320,34;;292225036,16;27593830,00;82760799,83;30835796,90;1996470,00;14060265,04;190730164,92;117439719,60;80544815,90;923850827,29;430726755,36;616000,00;
2014;MUNICIPALIDAD DE SAN ISIDRO DE HEREDIA;239844246,83;9619826,00;40322891,00;;37632189,58;;18476956,20;2640000,00;551000,00;;374969,88;12747025,70;130493097,75;192957841,97;29383925,25;0,00;
2014;MUNICIPALIDAD DE SAN JOSE;11928340880,42;704254312,37;290361854,15;276322269,00;1084686577,00;5460000,00;16483361,43;64123829,68;2227500,00;0,00;32330757,92;118586678,45;523397187,26;337112311,63;0,00;;0,00
2014;MUNICIPALIDAD DE SAN MATEO;113578547,10;2327069,67;5712840,73;;2370406,00;400000,00;5654964,76;;;;;14469750,00;;0,00;;;
2014;MUNICIPALIDAD DE SAN PABLO DE HEREDIA;366291719,91;5956698,30;15012216,00;;1869500,00;5610597,47;11788727,00;27557072,37;4313988,78;30845781,69;;0,00;1226000,00;0,00;;0,00;
2014;MUNICIPALIDAD DE SAN RAFAEL DE HEREDIA;474069972,18;26733311,48;44497033,36;765000,00;5784662,00;1540000,00;19629118,05;1692014,07;25000,00;11242880,00;;6875000,00;9855000,00;233235646,17;;0,00;
2014;MUNICIPALIDAD DE SAN RAMON;1155435805,20;17153920,76;43432663,92;40239000,00;116602000,00;3619000,00;13338268,01;2616388,26;;;11440339,39;0,00;33399327,29;0,00;96174212,76;0,00;
2014;MUNICIPALIDAD DE SANTA ANA;1359983262,37;15925138,12;50089266,10;34788586,04;49412521,00;9002094,60;2399796,19;13704851,13;;;855412,26;165958864,62;36091735,00;883044263,36;;0,00;
2014;MUNICIPALIDAD DE SANTA BARBARA DE HEREDIA;294859545,10;7910156,00;15759092,46;2425070,00;686720,00;120000,00;258261,00;;;;;1342500,00;0,00;0,00;0,00;0,00;
2014;MUNICIPALIDAD DE SANTA CRUZ;1200768363,29;105970316,78;42974284,99;23307597,50;220710984,80;5863315,00;12669053,21;2102366,00;81722925,03;587796,00;4815070,90;0,00;100587381,67;265103983,10;48137800,36;6000000,00;
2014;MUNICIPALIDAD DE SANTO DOMINGO DE HEREDIA;620835760,58;77111554,57;52486920,47;625000,00;72209341,98;;17061811,49;27455515,00;34316594,40;0,00;48466381,65;28434832,00;236712930,70;27614188,20;944520503,34;30072000,00;
2014;MUNICIPALIDAD DE SARAPIQUI;336144064,31;58982187,79;46232716,00;8330000,00;159189588,76;5051330,00;30090219,93;5980782,09;2098994,43;0,00;64900000,00;22479440,00;154849922,94;299049034,13;16252159,00;;
2014;MUNICIPALIDAD DE SARCHI;329219712,38;15291453,59;19644940,50;;17908891,62;2661410,00;1149580,00;;35000,00;;1544353,60;31462360,00;0,00;;;145000000,00;
2014;MUNICIPALIDAD DE SIQUIRRES;379440883,45;11449587,08;30154493,30;8499994,00;20387000,00;4704680,00;8740639,00;11003000,00;21334500,00;;1739570,00;0,00;119118095,51;115008924,47;0,00;0,00;
2014;MUNICIPALIDAD DE TALAMANCA;442211616,19;28065866,56;13268875,00;;;994270,00;30960251,27;854635,00;;;149272,47;18823235,00;185459192,32;73675822,68;26650018,40;0,00;
2014;MUNICIPALIDAD DE TARRAZU;166946722,80;613437,92;6556312,00;;39417500,00;763580,00;2390184,60;1570142,00;;0,00;2298560,00;;149818125,68;364302748,03;0,00;0,00;
2014;MUNICIPALIDAD DE TIBAS;1005776503,18;15999857,79;54910205,23;5726880,00;39408540,00;7694687,04;13670690,05;35000,00;;;6350867,80;63648657,00;;0,00;0,00;;
2014;MUNICIPALIDAD DE TILARAN;254904791,70;14001646,00;18536933,00;;67819820,00;592875,00;3476680,50;5971972,05;;1880000,00;6168731,34;13710829,00;6583000,00;15272200,00;0,00;;
2014;MUNICIPALIDAD DE TURRIALBA;735808820,09;42667318,62;34770027,09;528000,00;26854125,00;6545000,00;16157363,45;2450399,25;;670000,00;2460211,85;28609250,00;163880500,31;51526257,76;;0,00;
2014;MUNICIPALIDAD DE TURRUBARES;121161893,06;569851,09;5430000,00;0,00;0,00;0,00;0,00;99561,00;0,00;;1900000,00;13857156,00;0,00;2000000,00;0,00;0,00;
2014;MUNICIPALIDAD DE UPALA;336155527,95;1695504,88;16152347,00;750000,00;137677100,15;2892430,00;555300,00;8073674,00;;11440000,00;536008011,56;3975000,00;24945000,00;82649687,00;0,00;0,00;
2014;MUNICIPALIDAD DE VASQUEZ DE CORONADO;704761496,67;9708106,61;28235124,00;0,00;36314000,00;69845,00;20400,00;34500,00;;8371750,00;3250238,50;11456760,00;0,00;38054500,00;6772300,00;0,00;
2014;MUNICIPALIDAD DE ZARCERO;215796615,68;6774603,45;7605000,00;;5501465,79;842600,00;6371925,62;2282973,70;;;7088420,00;12091095,00;4992775,00;20191026,00;;2072700,00;
2015;MUNICIPALIDAD DE ABANGARES;612510492,58;13522605,09;23333464,00;;34464292,72;975610,00;43524207,69;36000,00;0,00;;621570,70;70020000,00;49728769,00;0,00;17050000,00;4510159,00;
2015;MUNICIPALIDAD DE ACOSTA;200211098,76;13041783,68;7417500,00;;;40000,00;1293659,00;10000,00;;;1577837,90;0,00;23261034,00;3696000,00;4968088,00;0,00;
2015;MUNICIPALIDAD DE ALAJUELA;2823184066,08;113606895,09;405266671,08;374434855,56;1693013,73;45565787,92;17553853,00;17813358,32;;72249657,35;113690290,48;148726713,65;397404183,47;1047967977,61;2323405987,68;11925115,90;
2015;MUNICIPALIDAD DE ALAJUELITA;466082964,22;6395333,17;24292460,47;;34771150,50;225000,00;1800283,00;1836269,00;0,00;;;0,00;4143700,00;135575122,42;;;
2015;MUNICIPALIDAD DE ALVARADO DE PACAYAS;223205850,08;3168113,74;11895286,00;0,00;73737961,92;60000,00;2065775,00;0,00;;;1388283,40;34588860,00;3900000,00;13745964,64;;;
2015;MUNICIPALIDAD DE ASERRI;522924376,23;30836295,79;30177209,62;;33907571,50;-10799,50;6209892,03;78985,65;;112886127,19;85528095,30;23890858,50;;;;58443679,70;
2015;MUNICIPALIDAD DE ATENAS;364423702,82;6208587,30;27058924,63;;15527339,00;1954990,20;9397645,23;236757,82;;;0,00;;0,00;0,00;;;
2015;MUNICIPALIDAD DE BAGACES;386267344,64;30719356,07;29479522,27;;43839090,00;0,00;4350325,85;517605,00;;254000,00;0,00;12248423,40;38691300,55;269737777,81;;0,00;
2015;MUNICIPALIDAD DE BARVA;332609807,26;15250931,98;20379670,44;;2509000,00;0,00;11421600,00;0,00;0,00;1576700,00;17588430,00;23250000,00;13000000,00;0,00;128994638,40;;
2015;MUNICIPALIDAD DE BELEN;901923494,37;24401840,01;35842433,43;22693547,11;25244723,89;999999,24;48621281,89;23653501,13;29999998,00;1779200,00;10844144,93;69693055,00;0,00;130520057,64;229001205,65;295504448,39;
2015;MUNICIPALIDAD DE BUENOS AIRES;290692256,08;2257935,31;10828296,84;;24263632,06;1020000,00;52394,00;4102000,00;;1480000,00;1107399,50;136410148,00;253457031,08;560395676,51;0,00;0,00;
2015;MUNICIPALIDAD DE CARRILLO GUANACASTE;772360041,07;21333531,43;37829411,00;28791617,30;98911676,29;2503200,00;15453500,00;3952230,09;;6760000,00;6791903,49;11581100,00;36322202,00;257269499,33;487256266,70;;
2015;MUNICIPALIDAD DE CARTAGO;2506594489,09;100046603,45;168895943,30;2912493,52;140517299,68;44351149,30;57956174,21;131433075,41;;106988932,42;86381348,45;99849669,13;1083528543,34;756670771,97;144032374,95;0,00;
2015;MUNICIPALIDAD DE CAÑAS;448458278,22;60342910,55;20796135,00;11700000,00;179589584,90;;46152378,16;4360580,00;20401600,00;1120500,00;26945000,00;2300000,00;85063728,80;13240960,00;0,00;;
2015;MUNICIPALIDAD DE CORREDORES;473841206,30;31014350,22;24262680,00;6934000,00;7808000,00;2625750,15;9705730,49;1946980,00;;;165381480,00;25322564,97;9309581,11;36907250,00;0,00;;
2015;MUNICIPALIDAD DE COTO BRUS;380778126,00;26379763,00;16659570,91;6586660,00;57585527,00;260000,00;5965698,86;199972,00;;;10653895,60;13356040,00;656000,00;0,00;0,00;0,00;0,00
2015;MUNICIPALIDAD DE CURRIDABAT;1701675032,82;27312051,94;60557630,19;31736034,75;116387730,70;0,00;56432181,82;10475667,00;8991561,45;;1697748,24;732524775,89;434277273,82;1084190501,33;0,00;;
2015;MUNICIPALIDAD DE DESAMPARADOS;1923046758,10;125536220,80;201821050,00;;112713228,00;9012480,00;6848240,00;8599556,00;6143000,00;;551777880,00;21706003,00;58024343,70;225477143,30;;;
2015;MUNICIPALIDAD DE DOTA;187292026,93;9297415,44;4292120,00;;8668940,00;458460,00;940673,55;10729313,99;1980137,08;0,00;0,00;;7398486,35;276304404,16;36370215,20;;
2015;MUNICIPALIDAD DE EL GUARCO;373760248,84;9673336,87;24117342,01;;9695000,00;2405773,00;15860845,06;399575,27;;;5245374,75;26012961,00;189546252,19;276851171,99;8232200,00;0,00;
2015;MUNICIPALIDAD DE ESCAZU;1708065231,37;100770354,36;135110317,41;95074394,04;379457118,06;81694784,79;116287900,00;17211840,34;747000,00;52855093,56;55639604,12;180005199,44;14076790,92;4854737610,40;63822020,00;317361362,57;0,00
2015;MUNICIPALIDAD DE ESPARZA;520802968,63;19393082,52;35228639,20;41500000,00;15655916,40;6500000,00;38903069,85;25991401,85;;;71315291,40;1406080,00;49791994,73;132217200,00;0,00;214000000,00;
2015;MUNICIPALIDAD DE FLORES;306097804,85;8036698,28;18577797,32;12509032,72;4004360,00;5810192,00;16454503,80;80000,00;;16599406,28;255891,60;0,00;62238957,12;97932481,08;34041541,96;;
2015;MUNICIPALIDAD DE GARABITO;1011852156,70;45964472,56;17559985,36;9027872,00;35350305,00;19927000,00;42444695,84;0,00;;0,00;2585389,00;138015628,00;109897575,39;80828236,60;;20160000,00;
2015;MUNICIPALIDAD DE GOICOECHEA;1410068710,72;35089521,78;119508976,73;;11459000,00;8917000,00;1000000,00;206292239,14;26189997,39;116659351,85;123223100,00;0,00;71419475,00;4999999,34;54805999,40;0,00;
2015;MUNICIPALIDAD DE GOLFITO;559888560,74;29840909,28;10515350,00;;107325157,39;600000,00;2923524,98;192500,00;0,00;;137710139,50;0,00;13344348,70;211328342,64;3200000,00;0,00;
2015;MUNICIPALIDAD DE GRECIA;740539436,19;23226712,00;73408492,80;500000,00;26972750,00;8894624,00;22589234,70;8963964,00;;818935,00;3374058,00;14905362,29;9711500,00;11424543,91;286310251,50;73500000,00;
2015;MUNICIPALIDAD DE GUACIMO;295668082,09;10516788,10;16128687,00;7100000,00;13175000,00;3522999,50;10309765,28;134000,00;;;47529278,44;136408899,05;213188950,83;5951000,00;750000,00;;
2015;MUNICIPALIDAD DE GUATUSO;157271370,00;28298755,00;10649717,00;15000000,00;37325895,00;727000,00;0,00;0,00;;;3950121,00;0,00;0,00;78471622,00;;0,00;
2015;MUNICIPALIDAD DE HEREDIA;1729242170,23;87691959,54;154051764,00;;30751221,40;31902429,00;54446893,00;64175027,00;;0,00;2118839,00;35432102,00;630153127,00;2307452572,40;540698416,53;400000000,00;
2015;MUNICIPALIDAD DE HOJANCHA;164659483,53;1073347,00;11444298,00;;80902550,00;865000,00;12988977,00;1040000,00;;1105000,00;1402800,00;19962900,00;5236237,00;892000,00;0,00;;
2015;MUNICIPALIDAD DE JIMENEZ;174909536,55;9462480,69;6007950,00;18768000,00;98047068,00;;8387762,90;1417000,00;56751750,00;26309269,00;60791961,00;173248000,00;113299714,00;24521723,43;;;
2015;MUNICIPALIDAD DE LA CRUZ GUANACASTE;353099474,66;22177227,98;16277080,90;;113948717,26;10150000,00;3959575,00;3848900,00;;0,00;31340400,00;20608584,86;93162629,00;282523181,85;0,00;48212771,15;
2015;MUNICIPALIDAD DE LA UNION;1466915551,36;90175020,31;111555000,00;972666,00;138569819,18;9927733,19;8936582,97;18942773,50;;10200000,00;43306767,60;102012340,50;67471233,20;333409435,82;0,00;0,00;
2015;MUNICIPALIDAD DE LEON CORTES;115958292,28;748997,99;6967500,00;;49400500,00;;;440000,00;;;0,00;;24297862,44;243267869,84;76350972,61;0,00;
2015;MUNICIPALIDAD DE LIBERIA;1091622482,39;42514420,55;43590282,14;4500000,00;159117563,79;6323455,38;13442382,60;960000,00;;;178868326,20;28942514,00;124540306,51;339814880,88;108957670,00;;
2015;MUNICIPALIDAD DE LIMON;1489258681,69;116074054,89;61294249,00;50769000,00;424925949,54;25284457,34;244672089,22;61486925,77;30362426,90;81357541,54;642336677,75;;1902271205,72;668363837,23;67102154,35;0,00;
2015;MUNICIPALIDAD DE LOS CHILES;185051016,58;11555490,52;14720000,00;;1470000,00;1700000,00;;1400000,00;;;;5835368,71;0,00;370003466,26;;0,00;
2015;MUNICIPALIDAD DE MATINA;368149751,68;8841515,90;24647290,00;;16566247,20;2150200,00;19226044,50;700000,00;;180000,00;2412840,00;197722216,00;278042837,57;202218511,69;62819795,00;0,00;
2015;MUNICIPALIDAD DE MONTES DE OCA;1119825872,72;2889768,50;57344416,41;27221224,23;3875000,00;2235000,00;16821340,82;3546709,00;630000,00;;2893693,00;2465000,00;30562743,98;301912272,54;398691376,48;;0,00
2015;MUNICIPALIDAD DE MONTES DE ORO;299088165,60;20872521,43;16229814,40;;13997300,00;37440,00;31649849,41;14663736,97;5878000,00;21091999,96;57098976,00;13300000,00;;4175750,00;0,00;0,00;
2015;MUNICIPALIDAD DE MORA;511795290,25;4558438,49;20222269,00;23111102,00;15198357,26;328755,00;3466108,00;4676560,00;;393000,00;130730486,40;1435612,74;4955300,00;39933869,82;1000000,00;0,00;
